Population	SuperPopulation	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
CLM	AMR	-6.29363e-02	1.61922e-02	5.04258e-02	-1.15635e-01	5.65781e-02	4.22679e-03	2.83741e-02	3.00048e-03	-5.15339e-03	2.10052e-03	-1.74534e-03	6.66019e-03	2.95550e-02	-7.77580e-02	-1.10031e-01	-5.15350e-02	3.02718e-02	-1.85174e-02	2.21361e-02	3.57759e-02
CLM	AMR	-6.30232e-02	1.43625e-02	4.70362e-02	-9.75774e-02	6.20001e-02	1.72688e-03	3.80292e-02	6.94584e-03	-1.09210e-02	-6.53941e-03	1.06594e-03	9.84410e-03	1.15919e-02	-6.14767e-02	-8.38943e-02	-3.80414e-02	5.32439e-02	5.76523e-04	2.55643e-02	4.50708e-04
CLM	AMR	-6.10446e-02	-1.28389e-03	3.83265e-02	-8.63179e-02	5.24667e-02	-1.74082e-04	1.07204e-02	-5.95141e-04	-7.32513e-03	2.29782e-03	-2.12930e-02	7.29130e-03	3.23199e-02	-5.94628e-02	-9.08713e-02	-1.68838e-02	1.07962e-02	1.06467e-02	3.42666e-02	1.80896e-03
PUR	AMR	-2.20398e-02	-5.13801e-02	2.94140e-02	-5.16896e-02	5.03542e-02	1.01069e-02	3.66801e-02	9.25713e-03	-1.17813e-05	-2.36133e-02	-6.23045e-02	-5.30940e-02	-3.70947e-02	3.28399e-02	1.35210e-02	-1.16726e-02	-9.31425e-04	6.16598e-03	1.57076e-02	1.76058e-02
PUR	AMR	-4.91124e-02	-1.38509e-02	3.28159e-02	-6.79492e-02	7.47820e-02	6.63797e-03	4.48463e-02	1.77571e-02	6.34450e-03	-1.85707e-03	-7.42274e-02	-8.78932e-02	-3.30013e-02	4.91563e-02	4.99345e-02	-2.72051e-02	5.81312e-03	-9.92497e-04	2.60215e-02	1.50959e-02
PUR	AMR	-4.88154e-02	-1.60211e-02	3.40193e-02	-7.04179e-02	5.55496e-02	9.28569e-03	4.17214e-02	1.40281e-02	-2.36171e-02	-1.14648e-02	-8.04319e-02	-1.05281e-01	-5.50737e-02	5.16548e-02	4.84091e-02	4.97002e-03	1.77668e-02	-2.10651e-02	2.89848e-02	1.55770e-02
PUR	AMR	-3.94311e-02	-2.49519e-02	2.59987e-02	-7.16849e-02	5.03710e-02	4.26459e-03	3.07370e-02	1.14936e-02	3.77027e-05	-6.08839e-03	-6.08384e-02	-6.12830e-02	-4.05735e-02	2.97102e-02	1.30846e-02	-7.09320e-03	-2.71322e-03	-2.89185e-02	2.79120e-02	1.39507e-02
PUR	AMR	-2.40831e-02	-4.32190e-02	3.29215e-02	-5.37445e-02	6.18667e-02	7.05170e-03	4.71073e-02	7.53816e-03	-1.67196e-03	-1.18488e-02	-6.99465e-02	-8.59574e-02	-5.67634e-02	5.50810e-02	3.51108e-02	-8.86630e-03	2.31597e-02	2.27019e-03	1.28055e-03	2.65240e-02
PUR	AMR	-8.62507e-02	-2.91411e-02	2.93611e-02	-1.73716e-02	7.16854e-02	5.65194e-03	3.61082e-02	3.72352e-03	-5.99107e-03	-5.84058e-03	-3.42021e-02	-5.42682e-02	-1.98382e-02	3.25119e-02	3.56382e-03	8.54360e-03	-7.80254e-03	-1.11731e-02	7.44707e-03	-8.69696e-03
PUR	AMR	-6.36496e-02	-2.55658e-02	3.38416e-02	-5.84469e-02	6.40622e-02	-2.94554e-03	2.74480e-02	6.29723e-03	-4.68122e-03	-6.36897e-03	-6.22962e-02	-4.70443e-02	-3.74468e-02	3.26305e-02	2.63010e-02	1.47052e-02	-3.10809e-03	3.72419e-03	7.17004e-03	4.83856e-03
PUR	AMR	-5.96426e-02	-2.00550e-02	3.59342e-02	-6.09294e-02	7.30925e-02	6.14767e-03	3.70783e-02	1.25890e-02	7.97260e-03	-1.16920e-02	-4.52081e-02	-5.54918e-02	-3.42750e-02	3.86846e-02	2.73550e-02	-1.10722e-02	-2.21939e-03	8.84337e-03	1.36282e-02	1.73265e-02
PUR	AMR	-6.83531e-02	-3.70052e-02	2.81430e-02	-3.48574e-02	7.42084e-02	8.64826e-03	3.17192e-02	1.38490e-02	-3.25753e-03	-2.32862e-02	-6.00368e-02	-6.24709e-02	-2.65597e-02	5.51454e-02	5.46580e-02	-1.16328e-02	1.96730e-02	-1.69453e-02	1.48606e-02	1.17773e-02
PUR	AMR	-5.94348e-02	-1.70352e-02	4.11328e-02	-6.97715e-02	7.39811e-02	3.86978e-03	2.74725e-02	1.45365e-02	-6.89600e-03	-1.85427e-02	-7.17577e-02	-8.67749e-02	-4.74712e-02	5.76034e-02	3.52242e-02	4.33327e-03	1.07583e-02	-3.03813e-02	7.15175e-03	1.01542e-02
GBR	EUR	-1.55427e-01	-2.08477e-02	3.80092e-02	1.50708e-02	-1.69800e-02	-1.05782e-02	-1.57006e-02	-8.17561e-03	1.10450e-02	-8.12890e-03	2.67313e-03	-7.47597e-03	-4.90952e-03	-1.40108e-02	-4.92335e-04	-1.38138e-03	-1.94118e-02	-8.06917e-04	5.26362e-03	2.15756e-02
CLM	AMR	2.04877e-02	7.69369e-02	5.56347e-02	-2.56469e-01	9.93273e-03	1.88937e-03	1.03170e-02	6.24673e-04	-2.49423e-03	1.57171e-03	-7.24692e-03	1.19466e-03	6.81397e-03	-1.33652e-02	-3.27207e-02	6.37228e-04	1.62788e-02	2.48303e-03	1.42386e-02	4.72511e-05
CLM	AMR	5.15328e-02	-5.37255e-02	3.56913e-02	-8.54467e-02	2.86073e-02	-2.53201e-03	1.17588e-02	4.51113e-03	1.44298e-03	-1.57425e-02	-8.47505e-03	2.05558e-03	-1.60068e-03	-2.32626e-02	-2.74852e-02	-1.84164e-02	1.25869e-02	-6.45595e-03	1.12338e-02	5.23318e-03
CLM	AMR	-2.24554e-02	3.43607e-02	5.11734e-02	-1.61893e-01	2.36158e-02	5.87169e-03	2.57316e-02	6.63038e-03	7.48781e-03	1.22955e-03	-9.32293e-03	-2.89558e-03	-6.19237e-03	-2.71160e-02	-2.48705e-02	-1.57604e-02	2.17371e-02	-7.83211e-03	1.42858e-02	-7.61745e-03
CLM	AMR	-6.14387e-02	6.91329e-03	4.21941e-02	-7.88324e-02	6.05003e-02	8.55127e-03	1.83455e-02	7.09167e-03	8.33565e-03	4.27659e-03	-2.58494e-02	6.37351e-03	1.16651e-02	-4.65122e-02	-7.77575e-02	-2.34255e-02	2.22771e-02	1.00446e-02	3.22194e-02	2.46961e-02
CLM	AMR	-2.11488e-02	2.73808e-02	5.11429e-02	-1.55810e-01	3.77967e-02	-4.43382e-03	2.21325e-02	-8.60848e-03	-1.74076e-02	-3.23375e-03	-1.69787e-02	-3.09572e-03	1.59541e-02	-6.09058e-02	-6.41218e-02	-2.02432e-02	3.69685e-02	1.03403e-02	2.57788e-02	-5.95446e-03
CLM	AMR	-1.21082e-02	2.39079e-02	4.49436e-02	-1.58615e-01	4.00076e-02	-1.33909e-03	2.12792e-02	5.83535e-03	-1.19906e-04	-6.00073e-03	-1.07072e-02	8.11962e-03	1.45149e-02	-5.07032e-02	-6.62000e-02	-1.30973e-02	3.54287e-02	-6.98249e-03	3.40037e-02	2.90296e-02
CLM	AMR	-5.79982e-02	1.80891e-02	3.96537e-02	-1.14091e-01	5.32650e-02	6.65037e-03	2.96282e-02	7.00124e-03	3.58541e-03	2.61285e-03	-2.14042e-02	3.74000e-04	2.90639e-02	-7.25805e-02	-8.62418e-02	-4.16510e-02	3.36902e-02	-2.04751e-03	5.72927e-02	3.52280e-02
CLM	AMR	-7.84261e-02	3.98911e-03	3.76222e-02	-7.33179e-02	6.00267e-02	7.78380e-03	3.41072e-02	4.22323e-03	-8.79878e-03	-1.66419e-03	-3.37204e-02	-1.27704e-03	1.46531e-02	-5.10030e-02	-6.05270e-02	-1.62619e-02	3.92599e-02	-1.48281e-02	5.01545e-02	2.22325e-02
CLM	AMR	-9.52297e-02	-9.36613e-03	4.40069e-02	-5.61172e-02	6.73210e-02	5.42137e-03	3.74359e-02	-1.99027e-03	4.93394e-03	-3.05566e-03	-1.99741e-02	1.23881e-02	1.05268e-02	-8.26773e-02	-1.04116e-01	-5.39218e-03	4.01700e-02	1.67666e-02	3.37728e-02	2.75610e-02
CLM	AMR	-4.16208e-02	1.39369e-02	4.10626e-02	-1.32569e-01	4.60191e-02	-3.31534e-03	2.09540e-02	1.72953e-02	-8.27241e-03	2.04613e-03	-1.58687e-02	-5.62001e-05	4.24570e-03	-5.50554e-02	-6.30871e-02	-2.67868e-02	1.28534e-02	1.59734e-03	3.07137e-02	2.47513e-02
CLM	AMR	-5.68359e-02	2.42354e-02	4.81594e-02	-1.16345e-01	4.26907e-02	9.64806e-03	2.74960e-02	-8.75411e-04	8.06929e-03	-1.00821e-02	-2.77172e-02	-1.03755e-02	8.92096e-03	-8.22296e-02	-7.96683e-02	-4.27974e-02	3.84776e-02	5.23667e-03	4.03522e-02	5.62679e-03
CLM	AMR	-5.44894e-02	1.14703e-02	3.79023e-02	-1.02012e-01	5.39881e-02	-2.98222e-04	1.36331e-02	9.14910e-03	-6.50909e-03	-1.92648e-02	-3.79030e-02	1.12106e-02	2.44449e-02	-5.15058e-02	-6.05734e-02	-3.84619e-02	2.24546e-02	2.18939e-02	1.84901e-02	1.56006e-02
CLM	AMR	-5.25564e-02	2.29750e-03	4.01996e-02	-8.95911e-02	5.15276e-02	4.93294e-03	2.72108e-02	8.66444e-03	-3.12573e-03	-2.69763e-03	-1.74637e-02	-2.17707e-03	6.72969e-03	-4.77196e-02	-6.89822e-02	-1.31916e-02	4.30345e-02	1.76363e-02	4.56226e-02	1.04178e-02
CLM	AMR	-3.55226e-02	-5.20415e-03	3.91293e-02	-9.52006e-02	4.59059e-02	7.91789e-03	2.78676e-02	-4.00915e-03	5.55554e-03	1.36201e-02	1.34320e-03	3.44991e-03	1.17931e-02	-5.15138e-02	-3.62832e-02	-6.08258e-03	1.34458e-02	-3.94363e-03	2.78014e-02	2.59100e-02
CLM	AMR	4.71270e-03	-1.17759e-03	4.51412e-02	-1.24415e-01	3.14629e-02	6.76135e-03	2.52968e-02	-3.46623e-04	-5.47405e-03	8.80532e-03	-2.76711e-03	-4.59317e-03	2.99671e-02	-5.26322e-02	-6.80778e-02	-8.78486e-03	3.75206e-02	-2.02442e-03	2.37319e-02	-3.57960e-03
CLM	AMR	-1.63245e-02	-6.43829e-03	3.81250e-02	-1.10393e-01	2.78898e-02	2.34393e-03	1.33375e-02	-5.28537e-03	-4.65920e-03	-3.25606e-03	-8.36452e-03	8.92820e-03	-8.60840e-03	-2.18841e-02	-2.61458e-02	5.48070e-03	-8.42161e-03	-5.61863e-03	8.15895e-03	-1.16980e-03
CLM	AMR	-2.75889e-02	-2.44897e-03	4.84253e-02	-9.50781e-02	4.21665e-02	3.39355e-03	1.67622e-02	6.69032e-04	-4.23977e-03	-1.60302e-03	-2.88986e-02	9.24330e-03	9.65289e-03	-4.92009e-02	-6.99714e-02	-2.17966e-02	3.94003e-02	-3.41290e-03	2.79101e-02	1.88386e-02
CLM	AMR	4.13331e-02	3.48884e-02	5.40989e-02	-2.16839e-01	2.24452e-02	-1.02314e-02	4.85716e-03	6.17072e-03	-6.64104e-03	-6.76100e-03	-1.30487e-02	4.60437e-03	9.44811e-04	-3.79470e-02	-4.44313e-02	-2.44934e-02	2.43850e-02	5.02070e-03	1.76966e-02	3.54430e-02
CLM	AMR	-4.08896e-02	1.47399e-02	5.47328e-02	-1.29684e-01	4.91148e-02	-9.62721e-04	1.93670e-02	1.23766e-02	1.87407e-04	-1.00946e-02	-1.35324e-02	9.21451e-03	2.58625e-02	-6.19629e-02	-7.05060e-02	-1.56634e-02	3.51641e-02	-9.60813e-03	1.91117e-02	-2.18022e-03
CLM	AMR	-6.78317e-02	1.53913e-02	4.24002e-02	-1.04919e-01	5.95929e-02	4.48043e-03	2.63756e-02	3.25332e-03	-8.21481e-03	-2.81256e-03	-1.96188e-02	1.18105e-02	9.09179e-03	-9.12808e-02	-9.38016e-02	-4.68868e-02	4.27903e-02	-2.49285e-02	4.89694e-02	1.63522e-02
CLM	AMR	-5.36992e-03	-2.93544e-04	4.40736e-02	-1.25238e-01	3.71014e-02	1.86259e-03	8.79875e-03	4.99495e-03	-1.31079e-03	-2.62247e-03	-8.86891e-03	-4.25766e-03	1.32166e-02	-3.90203e-02	-5.33817e-02	-8.15700e-03	2.55564e-03	-7.25276e-03	7.38149e-03	-6.70912e-03
CLM	AMR	-2.20873e-02	1.20067e-02	4.90161e-02	-1.24851e-01	4.57791e-02	1.02368e-02	2.62856e-02	1.44936e-02	-8.50340e-03	1.15664e-03	-1.19962e-02	-7.48979e-03	1.61841e-02	-3.98424e-02	-5.80177e-02	-4.20108e-02	2.02694e-02	-2.53381e-03	3.30704e-02	1.49976e-02
CLM	AMR	-1.87856e-02	3.13570e-02	5.49381e-02	-1.53833e-01	4.08056e-02	-8.24950e-04	1.39199e-02	8.46722e-03	-5.52608e-03	-6.11560e-03	-2.57484e-02	-4.03807e-03	4.70993e-03	-4.65609e-02	-5.38638e-02	-1.83339e-02	2.88382e-02	-5.33397e-03	3.66043e-02	2.17593e-02
CLM	AMR	-7.43367e-02	2.74707e-03	4.03407e-02	-1.02262e-01	5.88669e-02	1.78710e-03	3.09798e-02	9.44264e-04	2.71276e-03	-6.74055e-03	-1.37101e-02	5.14934e-03	3.01856e-02	-9.99943e-02	-9.66433e-02	-3.60663e-02	6.02782e-02	-1.73772e-02	6.14679e-02	3.31599e-02
CLM	AMR	-5.21754e-02	6.70513e-03	4.68219e-02	-9.10686e-02	5.67642e-02	9.96047e-03	4.13071e-02	-6.09259e-03	-3.10327e-03	3.25116e-03	-9.74370e-03	-3.83799e-03	1.10385e-02	-6.64780e-02	-8.24900e-02	-3.07606e-02	4.35088e-02	-1.76198e-02	4.40837e-02	-2.88341e-03
CLM	AMR	-8.45419e-02	-1.28399e-02	2.33383e-02	-5.04728e-02	7.84950e-02	8.31607e-03	5.55878e-02	-2.55203e-03	-1.63582e-02	1.38326e-03	-3.81801e-02	6.31860e-03	-1.60229e-02	-8.14766e-02	-1.06065e-01	-4.15006e-02	2.62548e-02	2.23459e-02	4.77794e-02	2.36533e-03
CLM	AMR	4.11251e-02	-3.32613e-02	3.51672e-02	-1.17845e-01	2.20064e-02	1.12804e-03	1.53375e-02	2.47578e-03	-4.18256e-03	-3.15732e-03	-1.54539e-03	4.84265e-03	-1.94418e-03	-2.21617e-02	-1.51471e-02	-1.40716e-02	-3.27228e-03	-1.23629e-02	9.55467e-03	7.20931e-04
PUR	AMR	-3.47717e-02	-3.61997e-02	3.58900e-02	-6.31205e-02	5.07212e-02	7.18263e-03	2.14112e-02	7.12096e-03	-1.11099e-02	-1.66809e-03	-5.03214e-02	-4.48718e-02	-3.17134e-02	4.82981e-02	2.12937e-02	-1.34931e-02	-1.84739e-03	-1.55650e-02	-2.57589e-03	1.27801e-02
PUR	AMR	-2.51964e-02	-4.41139e-02	2.73914e-02	-4.28097e-02	5.95834e-02	1.01859e-02	3.39065e-02	1.01716e-02	-6.24884e-03	-1.10639e-02	-5.43667e-02	-3.65673e-02	-3.68887e-02	3.49313e-02	1.05234e-02	-6.73653e-03	2.54730e-02	-8.00830e-03	1.45816e-04	-6.89234e-03
PUR	AMR	-8.07201e-02	-2.08820e-02	3.72888e-02	-4.47238e-02	7.31127e-02	1.01738e-02	4.10991e-02	3.97862e-03	-1.50518e-02	-4.32680e-03	-7.38312e-02	-8.05773e-02	-2.98363e-02	4.87907e-02	2.79061e-02	7.38933e-03	1.44425e-02	-1.88870e-02	4.99883e-03	2.44511e-02
PUR	AMR	-2.65535e-02	-2.50733e-02	2.61357e-02	-7.34465e-02	5.03663e-02	-2.75058e-03	2.16403e-02	5.84799e-03	4.56706e-03	-5.48191e-03	-3.89707e-02	-6.05669e-02	-4.44505e-02	2.38333e-02	2.08461e-02	-1.36465e-03	-1.61889e-03	-1.20560e-03	4.98819e-03	2.73074e-03
PUR	AMR	-3.69808e-02	-3.34504e-02	3.61550e-02	-5.99679e-02	4.62364e-02	5.44811e-03	3.31959e-02	1.19997e-02	7.03729e-04	8.60173e-03	-5.92545e-02	-3.06217e-02	-2.09820e-02	1.52198e-02	1.93927e-02	-8.57161e-03	-4.51275e-03	-4.44697e-03	-4.39218e-03	9.23139e-04
PUR	AMR	-3.12683e-02	-2.78780e-02	3.54958e-02	-5.62769e-02	5.44991e-02	4.60330e-03	3.24581e-02	1.43184e-02	-4.48353e-03	-8.24788e-03	-5.45508e-02	-7.56627e-02	-4.19089e-02	5.76750e-02	3.47697e-02	-2.78918e-03	2.00740e-02	9.65738e-03	-6.82453e-03	2.67415e-02
PUR	AMR	-3.63026e-02	-3.09977e-02	2.75479e-02	-6.44144e-02	6.95773e-02	5.66994e-03	2.45055e-02	1.25440e-02	7.74428e-03	-1.87499e-02	-4.11445e-02	-7.00962e-02	-2.28216e-02	5.15108e-02	6.32275e-03	-7.63210e-03	1.10745e-02	-4.20310e-03	1.09331e-02	9.59046e-03
PUR	AMR	-7.28820e-02	-3.10339e-02	3.01469e-02	-3.33413e-02	7.32720e-02	-2.77039e-04	4.08105e-02	1.52566e-02	-6.00121e-03	6.48635e-03	-5.76474e-02	-7.39026e-02	-3.83124e-02	4.29508e-02	1.60726e-02	2.10236e-03	-1.72389e-03	7.45890e-03	6.38609e-03	2.46295e-02
PUR	AMR	-5.31866e-02	-7.45719e-03	3.65614e-02	-8.35266e-02	6.96546e-02	6.04757e-03	2.65235e-02	1.70491e-02	-2.97952e-03	-1.67306e-02	-8.12020e-02	-9.34224e-02	-4.05925e-02	4.01249e-02	4.76455e-02	4.75358e-03	1.91827e-02	-9.94945e-03	2.17838e-02	3.16980e-02
PUR	AMR	-3.77365e-02	-1.68824e-02	3.68042e-02	-7.41419e-02	6.43027e-02	7.16687e-04	3.46750e-02	5.23221e-03	7.90325e-03	-2.09740e-03	-4.78812e-02	-7.01426e-02	-3.23597e-02	5.18977e-02	3.57467e-02	1.12866e-02	1.83339e-02	1.83010e-03	1.68651e-02	7.93828e-03
PUR	AMR	-5.02541e-02	-2.43921e-02	3.03197e-02	-5.89405e-02	5.24230e-02	3.68347e-03	3.11279e-02	1.38274e-02	-5.19823e-03	-1.43136e-02	-5.13447e-02	-4.96604e-02	-2.92560e-02	3.60933e-02	3.39713e-02	6.64544e-04	1.03553e-02	-2.00700e-02	1.88847e-02	2.50502e-02
CLM	AMR	-3.32416e-02	1.83482e-03	4.29870e-02	-1.11705e-01	4.72655e-02	8.42548e-03	2.07291e-02	8.00693e-03	-4.80491e-03	1.90811e-02	-2.60584e-02	2.68913e-03	1.51069e-02	-3.18670e-02	-5.23824e-02	-2.09351e-02	2.79991e-02	-1.70201e-03	2.67752e-02	1.17638e-03
CLM	AMR	-6.15126e-02	1.04966e-02	4.63078e-02	-9.68304e-02	5.35316e-02	7.31144e-03	3.05185e-02	2.72035e-03	-2.46278e-03	-6.23251e-03	-4.37674e-02	1.35470e-02	2.18679e-02	-5.71825e-02	-8.42730e-02	-5.10846e-03	2.97012e-02	-1.64691e-02	6.15807e-03	1.78860e-02
CLM	AMR	1.63763e-02	5.26154e-02	6.78309e-02	-2.15178e-01	2.68912e-02	-1.36941e-02	8.97732e-03	9.96785e-03	2.80840e-03	7.58944e-03	-4.53304e-03	5.69552e-03	1.78891e-02	-2.52591e-02	-2.41640e-02	-9.92028e-03	3.76239e-03	-2.44500e-03	-3.13306e-04	6.01955e-03
CLM	AMR	-9.59192e-02	-8.59856e-03	4.34291e-02	-4.23782e-02	7.97662e-02	5.12845e-03	3.57940e-02	7.97787e-03	-7.29173e-03	-4.96133e-03	-2.76858e-02	-7.43539e-03	3.03437e-02	-7.76611e-02	-1.13185e-01	-1.61216e-02	1.93550e-02	-1.64266e-02	1.29525e-03	5.03655e-03
CLM	AMR	-1.32511e-01	-1.76328e-02	2.43322e-02	4.77653e-03	6.98223e-02	1.31513e-03	4.26982e-02	6.14325e-03	7.05325e-03	3.00502e-03	-3.76385e-02	-1.05220e-02	3.25539e-02	-6.85794e-02	-5.78100e-02	-2.05916e-02	4.25357e-02	-1.36497e-02	2.18834e-03	-2.87574e-05
CLM	AMR	-2.19331e-02	-2.11001e-02	3.58085e-02	-9.28026e-02	3.70153e-02	-8.53490e-03	1.66282e-02	1.27823e-03	-1.13696e-02	-6.32761e-03	-1.88750e-02	-6.57695e-04	1.55268e-02	-9.37448e-03	2.49162e-03	7.43518e-03	-5.64061e-03	-3.38322e-03	-1.31910e-02	1.29791e-02
CLM	AMR	-2.69170e-02	4.47295e-02	4.88065e-02	-1.59479e-01	3.57865e-02	2.93207e-03	1.34427e-02	-5.11606e-03	5.47327e-03	-7.73858e-03	-6.92822e-03	-1.10091e-02	9.91625e-03	-3.23794e-02	-1.46841e-02	1.51683e-02	-1.90617e-03	-2.03703e-02	-1.56060e-02	5.89224e-03
CLM	AMR	3.09534e-02	5.90428e-02	6.11234e-02	-2.41106e-01	1.23672e-02	-9.55516e-03	3.95542e-03	7.02384e-03	-1.47560e-03	-8.37270e-03	-2.71362e-02	-6.44208e-04	2.23997e-02	-3.79933e-02	-4.39674e-02	-1.99207e-02	2.62871e-02	-5.10970e-03	1.08511e-02	1.77358e-02
CLM	AMR	-2.22753e-02	5.88964e-03	3.94934e-02	-1.15515e-01	4.11835e-02	7.74034e-03	1.99667e-02	1.10474e-02	-1.23873e-03	-5.15064e-03	3.23533e-03	-2.46115e-03	2.33963e-02	-5.24537e-02	-6.89603e-02	-2.32694e-02	2.75297e-02	-3.39183e-03	-1.68204e-03	1.78114e-02
CLM	AMR	-4.90483e-02	7.27288e-03	3.79246e-02	-9.83127e-02	4.56780e-02	-5.16345e-03	1.49252e-02	9.79804e-03	-6.94241e-03	7.37986e-04	-1.44857e-02	-3.86938e-03	2.60733e-02	-4.82141e-02	-6.00974e-02	-2.40666e-02	2.38519e-02	-1.52928e-02	2.38202e-02	2.26941e-02
CLM	AMR	-1.54533e-02	3.21676e-02	5.59836e-02	-1.69295e-01	4.70787e-02	9.15763e-04	3.60420e-02	4.85622e-03	-1.00833e-02	3.30045e-03	4.50099e-03	9.25826e-03	1.89057e-02	-7.62349e-02	-5.91885e-02	-3.22268e-02	5.12477e-02	-5.69509e-03	1.59918e-02	4.60963e-03
CLM	AMR	-1.62057e-02	3.12840e-02	5.45665e-02	-1.61049e-01	3.58864e-02	2.79175e-03	7.88042e-03	9.27930e-03	2.65456e-03	-1.17560e-02	-1.73453e-02	-1.85969e-02	1.19154e-02	-5.26011e-02	-7.97073e-02	-9.80379e-03	2.51618e-02	7.94002e-05	2.36878e-02	2.31478e-02
CLM	AMR	-1.47072e-02	3.19822e-02	5.79513e-02	-1.83800e-01	2.98408e-02	-2.23444e-03	8.57794e-03	7.10551e-03	-2.12038e-03	-7.38079e-03	-1.09373e-02	1.54953e-04	1.81841e-02	-4.94112e-02	-4.86301e-02	-2.85102e-02	3.39360e-02	8.30191e-03	7.98067e-03	-3.14487e-03
CLM	AMR	1.91258e-02	3.30809e-03	4.47899e-02	-1.58551e-01	2.66266e-02	4.71247e-03	-1.52649e-03	-1.12682e-03	-1.33871e-03	5.18163e-03	-9.67942e-03	-1.69567e-02	5.19486e-03	-1.41853e-02	-1.88445e-02	1.22029e-02	-3.77590e-03	7.99247e-03	1.30119e-03	7.88629e-03
CLM	AMR	5.13123e-02	-2.97764e-02	3.60146e-02	-1.19866e-01	1.37145e-02	3.83054e-03	5.81785e-03	1.24408e-02	-1.10764e-02	-1.57106e-03	-7.14952e-03	-1.98531e-03	3.19162e-03	3.30034e-03	-1.90287e-02	1.30886e-03	-3.97725e-03	-1.28175e-02	-5.91301e-03	1.02422e-02
CLM	AMR	1.13794e-02	-1.01153e-02	4.06153e-02	-1.26735e-01	4.06875e-02	1.03116e-02	1.75657e-02	-1.24260e-03	2.95707e-03	-5.36999e-03	-1.49079e-02	4.89642e-03	-2.27995e-03	-3.03803e-02	-6.54270e-02	-1.63218e-02	1.64475e-02	-2.69346e-03	1.07523e-02	3.68750e-03
CLM	AMR	-8.13734e-02	2.65467e-03	4.31958e-02	-6.94289e-02	7.51386e-02	5.25693e-03	3.95348e-02	7.27787e-03	-1.97475e-03	-1.65412e-02	-2.10953e-02	3.85162e-03	4.45816e-02	-1.26479e-01	-1.19473e-01	-4.70128e-02	9.25478e-02	-3.46044e-02	5.81576e-02	3.47158e-02
CLM	AMR	-7.93923e-02	5.84275e-03	4.20081e-02	-7.09028e-02	8.28896e-02	5.13671e-03	4.14037e-02	1.81516e-02	1.25588e-02	3.76985e-03	-1.37593e-02	1.16604e-02	5.61943e-02	-1.25811e-01	-1.30303e-01	-6.27789e-02	8.63917e-02	-2.55553e-02	1.00935e-01	3.78751e-02
CLM	AMR	-9.71816e-02	2.12824e-03	3.18607e-02	-5.60203e-02	7.37461e-02	8.24898e-04	2.68708e-02	8.52830e-03	-4.37081e-03	5.50329e-03	-2.18718e-02	8.79671e-03	1.25228e-02	-1.04174e-01	-1.02904e-01	-5.32351e-02	4.34483e-02	-3.77414e-02	3.50660e-02	1.73984e-02
CLM	AMR	-9.56657e-02	-8.63974e-03	3.54292e-02	-4.37230e-02	8.14084e-02	6.31397e-03	3.73652e-02	1.12888e-02	2.86564e-03	-9.86900e-03	-1.19139e-02	-3.56134e-03	2.20590e-02	-7.53228e-02	-1.17204e-01	-4.46359e-02	4.27695e-02	-1.58555e-02	3.85683e-02	6.52034e-03
CLM	AMR	6.48669e-02	-5.95511e-02	3.58439e-02	-1.05247e-01	2.05072e-02	2.45973e-03	1.52150e-02	-1.09898e-03	5.46004e-03	-1.89613e-04	9.62624e-03	1.08080e-02	2.03548e-03	-3.14335e-02	-3.51384e-02	-1.03970e-02	1.20317e-02	1.89849e-03	1.75108e-02	1.47435e-03
CLM	AMR	-3.08920e-02	2.27819e-02	4.91646e-02	-1.45240e-01	3.74297e-02	-5.39703e-03	1.92518e-02	3.75611e-03	8.85898e-03	5.03432e-03	-2.22291e-03	-1.28164e-03	2.40080e-03	-8.47648e-03	-1.19572e-02	-1.95178e-02	3.49369e-03	-2.30223e-02	-7.09588e-03	-6.13790e-03
CLM	AMR	-5.86271e-02	-3.89281e-02	2.88846e-02	-5.32791e-02	6.01172e-02	4.40091e-03	2.76631e-02	2.77989e-03	-6.05688e-03	-1.02314e-03	-1.99830e-02	-1.89427e-03	9.90726e-03	-3.86145e-02	-4.85111e-02	-5.64486e-03	-4.72679e-03	6.31261e-03	2.03448e-02	3.14870e-02
CLM	AMR	-1.04446e-01	-1.11973e-02	2.54808e-02	-3.57221e-02	7.72336e-02	9.05860e-03	3.76121e-02	7.06116e-03	-9.50415e-03	7.45400e-03	-3.78397e-02	-7.41317e-03	1.79016e-02	-8.79211e-02	-1.12877e-01	-1.44801e-02	1.65761e-02	-1.59004e-03	3.72403e-02	2.49665e-02
CLM	AMR	-9.06679e-02	-9.80147e-03	3.17903e-02	-5.46861e-02	7.90142e-02	1.74120e-03	4.18870e-02	1.09260e-02	1.90823e-03	-7.53630e-03	-2.93975e-02	-1.19478e-02	2.71267e-02	-9.06185e-02	-9.70094e-02	-3.88517e-02	5.06526e-02	-3.21862e-02	4.38630e-02	4.03387e-02
CLM	AMR	-7.79047e-02	-8.08712e-04	4.17019e-02	-8.33531e-02	6.10520e-02	3.31023e-04	2.00838e-02	1.37440e-02	3.10721e-03	4.72597e-03	-1.20216e-02	1.34687e-02	1.46129e-02	-5.51357e-02	-7.10745e-02	-3.03769e-02	2.24076e-02	1.00233e-02	3.18724e-03	-3.60789e-03
